optimizer,circuit,dataset,iteration,epoch,cost,train_acc,test_acc,trained_weights,untrained_weights,shape
adam,StronglyEntangled,iris,0,0,0.5105826694621058,0.8666666666666667,0.84,"[[[-0.0989776   0.0933764  -0.10093552]
  [ 0.10042432 -0.10214113  0.09171292]
  [-0.08756315  0.10206298 -0.10551304]
  [ 0.0776862   0.09936069  0.10110553]]

 [[-0.08110426 -0.08949895 -0.08796317]
  [ 0.08876274 -0.11501807  0.10184138]
  [ 0.11164108 -0.10459139  0.09731261]
  [ 0.10102826  0.09819886  0.10062544]]

 [[ 0.09859624  0.08179687  0.10368142]
  [ 0.10414422 -0.11264838  0.11274432]
  [ 0.10298628 -0.09499132  0.10739802]
  [-0.09709601  0.10938705 -0.09189039]]

 [[ 0.08580028  0.09849407  0.09691526]
  [ 0.08026874  0.10576841  0.10911913]
  [-0.0937937  -0.09337324 -0.10018207]
  [ 0.09515291  0.10628257  0.10089699]]

 [[ 0.11150335  0.10431621  0.10051487]
  [-0.10113804  0.10244791 -0.10874689]
  [ 0.09539948 -0.09982842  0.11673499]
  [-0.10298818  0.09817915 -0.1023347 ]]

 [[ 0.09671917 -0.08809706  0.11073961]
  [ 0.09890247  0.09084434  0.09512154]
  [ 0.08870039  0.09104335  0.10699425]
  [-0.09897635  0.10434162 -0.10269038]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,1,0.42212192051423214,0.9466666666666667,0.92,"[[[-0.17565489  0.19334855 -0.17700436]
  [ 0.02639327 -0.18621495  0.0176399 ]
  [-0.01390122  0.19810211 -0.03222027]
  [ 0.15420085  0.15311483  0.17769837]]

 [[-0.0070478  -0.0595172  -0.01391757]
  [ 0.16325642 -0.21107412  0.17625687]
  [ 0.03743262 -0.17976428  0.02330033]
  [ 0.0280499   0.04114942  0.02731181]]

 [[ 0.02644559  0.00987704  0.03063035]
  [ 0.03016333 -0.05461357  0.03859019]
  [ 0.17768532 -0.02311654  0.18204157]
  [-0.02301132  0.15823758 -0.01775859]]

 [[ 0.16043675  0.1982824   0.1714728 ]
  [ 0.15582729  0.19321427  0.18427039]
  [-0.17202535 -0.15293859 -0.17629093]
  [ 0.1824383   0.18239327  0.18444467]]

 [[ 0.03830347  0.18039304  0.02733532]
  [-0.02761574  0.1942538  -0.03523879]
  [ 0.17069094 -0.16846233  0.19175317]
  [-0.03150365  0.14075104 -0.03264519]]

 [[ 0.17104771 -0.18055369  0.18527245]
  [ 0.02549987  0.18266763  0.02481322]
  [ 0.16340629  0.03070016  0.08055211]
  [-0.17539408  0.05350229 -0.03194244]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,2,0.44410116478492506,0.8933333333333333,0.88,"[[[-0.26051024  0.25489838 -0.26306559]
  [-0.03582981 -0.16641699 -0.04090345]
  [ 0.05438585  0.27724634  0.04577331]
  [ 0.10813615  0.18496456  0.13193077]]

 [[ 0.07548249 -0.04562298  0.06872663]
  [ 0.12148343 -0.2055268   0.14577077]
  [-0.03247691 -0.23531505 -0.0557601 ]
  [-0.00764591  0.01513255 -0.01575097]]

 [[ 0.02771099 -0.02969952  0.0226706 ]
  [-0.0189095  -0.00885998 -0.00845722]
  [ 0.16330059  0.02118392  0.16640503]
  [ 0.03654293  0.18025184  0.04471758]]

 [[ 0.13472377  0.28770771  0.15137065]
  [ 0.16114418  0.27784728  0.25478473]
  [-0.25878271 -0.20508562 -0.25211815]
  [ 0.13757532  0.26409328  0.14268382]]

 [[ 0.02820566  0.26011455  0.02874672]
  [-0.0171409   0.26200199 -0.00086126]
  [ 0.25160572 -0.2075636   0.27711624]
  [ 0.05014493  0.20022101  0.05072713]]

 [[ 0.25678673 -0.24319938  0.20265303]
  [-0.02697392  0.18774497 -0.01892567]
  [ 0.23780627 -0.04647982  0.14054756]
  [-0.24963197  0.03584866 -0.0805952 ]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,3,0.49446696168891835,0.8666666666666667,0.8,"[[[-0.32434798  0.22980405 -0.33049391]
  [-0.10787184 -0.19689285 -0.11056347]
  [ 0.1203795   0.26547525  0.10747274]
  [ 0.09966461  0.18606056  0.13948331]]

 [[ 0.16293111 -0.1006793   0.15512453]
  [ 0.12764848 -0.14957814  0.16507109]
  [-0.1064429  -0.26428466 -0.14077577]
  [-0.07162951 -0.04641415 -0.07946133]]

 [[ 0.08353196 -0.09593281  0.0753627 ]
  [-0.05105294 -0.05041293 -0.04109557]
  [ 0.15679403  0.0889517   0.15324974]
  [ 0.04535215  0.1582151   0.03160323]]

 [[ 0.09913767  0.36325956  0.09802404]
  [ 0.21455418  0.2984495   0.23541847]
  [-0.32026743 -0.17601157 -0.32172653]
  [ 0.07086366  0.32778081  0.07572797]]

 [[ 0.08143522  0.23308275  0.08453087]
  [ 0.00141234  0.30890097  0.05773615]
  [ 0.33401797 -0.21221038  0.32164956]
  [ 0.12367606  0.25356081  0.12032353]]

 [[ 0.34718812 -0.21335911  0.14876549]
  [ 0.01239093  0.24108726 -0.07721061]
  [ 0.31802445 -0.01306853  0.14444497]
  [-0.31329273  0.03357086 -0.13936424]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,4,0.507719154268582,0.88,0.8,"[[[-0.38273439  0.20112853 -0.39061132]
  [-0.16138573 -0.18197378 -0.16599199]
  [ 0.14612059  0.25618732  0.15423958]
  [ 0.09949343  0.17482181  0.15214612]]

 [[ 0.19057081 -0.16041855  0.1832715 ]
  [ 0.0810636  -0.132812    0.12637351]
  [-0.14701137 -0.28311643 -0.1531828 ]
  [-0.03350709 -0.08760763 -0.04164748]]

 [[ 0.1542966  -0.13457148  0.14405263]
  [-0.04755444 -0.08981886 -0.04672444]
  [ 0.15263374  0.09558125  0.12462649]
  [ 0.09090046  0.12881081  0.0516662 ]]

 [[ 0.04752322  0.417967    0.04140974]
  [ 0.28409094  0.30001277  0.18031374]
  [-0.35510925 -0.17509601 -0.32933645]
  [-0.00725162  0.39661307 -0.00156472]]

 [[ 0.14409701  0.25081834  0.14169368]
  [ 0.03028889  0.34184617  0.10178299]
  [ 0.37173375 -0.21060902  0.28596846]
  [ 0.09758442  0.3240052   0.11325011]]

 [[ 0.38526455 -0.17802783  0.1151171 ]
  [ 0.03908111  0.2979723  -0.14850231]
  [ 0.38800854  0.0103217   0.14073524]
  [-0.38830918  0.0063157  -0.21088258]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,5,0.5156681466607197,0.9466666666666667,0.92,"[[[-0.44067332  0.17003594 -0.45517285]
  [-0.1407135  -0.20158731 -0.14804759]
  [ 0.17069285  0.25788097  0.20117517]
  [ 0.07681333  0.16993877  0.14775216]]

 [[ 0.21284356 -0.18819248  0.20545907]
  [ 0.01841111 -0.17221505  0.06687844]
  [-0.17904514 -0.30077536 -0.17126202]
  [-0.03668127 -0.1277746  -0.05070362]]

 [[ 0.23411161 -0.14483932  0.22219227]
  [-0.03175371 -0.11743243 -0.03340645]
  [ 0.102573    0.06736025  0.06755223]
  [ 0.1553765   0.10104355  0.10529757]]

 [[-0.02065381  0.48373174 -0.02154341]
  [ 0.36248592  0.28815949  0.19612459]
  [-0.39528104 -0.16610153 -0.35689919]
  [ 0.00830486  0.46168769  0.02520595]]

 [[ 0.21797903  0.23252192  0.20829328]
  [ 0.01809836  0.3645487   0.10841326]
  [ 0.42745507 -0.21087819  0.30232997]
  [ 0.06979097  0.39222398  0.09972085]]

 [[ 0.44230065 -0.13923223  0.12601066]
  [ 0.09244964  0.32710684 -0.20646453]
  [ 0.45232735  0.02732595  0.15427909]
  [-0.42544231  0.01670537 -0.24772875]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,6,0.800055382150991,0.56,0.6,"[[[-0.51098069  0.1260447  -0.53059765]
  [-0.1025337  -0.25271075 -0.11194505]
  [ 0.19534299  0.27073616  0.25094818]
  [ 0.05656185  0.16759395  0.15142308]]

 [[ 0.250493   -0.18246135  0.24700036]
  [-0.05577394 -0.2285141  -0.00513676]
  [-0.23366599 -0.31784865 -0.22155549]
  [-0.06495067 -0.16809427 -0.08603444]]

 [[ 0.31924021 -0.12711234  0.30605223]
  [-0.03456257 -0.15194034 -0.02736351]
  [ 0.03716093  0.02825588 -0.00076867]
  [ 0.22968735  0.07297707  0.17241334]]

 [[-0.09819933  0.55904552 -0.0926381 ]
  [ 0.38690422  0.2595168   0.21997588]
  [-0.450929   -0.15062627 -0.40903614]
  [ 0.05728245  0.52552476  0.08021189]]

 [[ 0.29959176  0.19413615  0.28402861]
  [ 0.00600859  0.38123871  0.13104156]
  [ 0.48495496 -0.21500482  0.33864136]
  [ 0.03288344  0.45979141  0.06538745]]

 [[ 0.5125204  -0.09280871  0.170473  ]
  [ 0.15013913  0.34986397 -0.21692887]
  [ 0.51640548  0.01518239  0.20178265]
  [-0.43746172  0.01553208 -0.26035267]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,7,0.7597657163310945,0.5866666666666667,0.64,"[[[-0.57990252  0.09088698 -0.60362681]
  [-0.07450187 -0.28456984 -0.08662577]
  [ 0.20387802  0.28324735  0.28289621]
  [ 0.05414621  0.16493726  0.16762421]]

 [[ 0.2787726  -0.17131314  0.27190475]
  [-0.12514856 -0.28580413 -0.07047385]
  [-0.28150649 -0.33937164 -0.26245494]
  [-0.09973298 -0.20236009 -0.12916418]]

 [[ 0.3874028  -0.11784281  0.37420917]
  [-0.01243335 -0.1573971  -0.00666024]
  [-0.01806845 -0.00062094 -0.05860101]
  [ 0.29441419  0.04924591  0.23119749]]

 [[-0.1651701   0.58459281 -0.11992357]
  [ 0.37931504  0.22690819  0.20374857]
  [-0.49656745 -0.15881305 -0.44858697]
  [ 0.1104582   0.58299698  0.13886478]]

 [[ 0.36186712  0.17136842  0.33631865]
  [-0.01995021  0.39360121  0.14514791]
  [ 0.53550549 -0.22082778  0.37564438]
  [ 0.0230924   0.49525484  0.05640027]]

 [[ 0.5690315  -0.05711883  0.20948568]
  [ 0.16025494  0.3748388  -0.24309996]
  [ 0.57627526 -0.00732183  0.24489338]
  [-0.44323959  0.00604029 -0.26795077]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,8,0.5430029572226782,0.88,0.84,"[[[-0.65693236  0.06055481 -0.68214148]
  [-0.0206306  -0.30122587 -0.03368011]
  [ 0.24794137  0.28428663  0.33421981]
  [ 0.00742273  0.15897405  0.12540485]]

 [[ 0.23683591 -0.15992892  0.22974338]
  [-0.19441661 -0.31366315 -0.14014303]
  [-0.27661408 -0.34587055 -0.24284423]
  [-0.10014993 -0.24233895 -0.1545362 ]]

 [[ 0.45256917 -0.14750701  0.43851706]
  [-0.05157262 -0.13432432 -0.04811648]
  [-0.08617839 -0.05507049 -0.12797266]
  [ 0.36926156  0.02741292  0.30176123]]

 [[-0.20146896  0.55106526 -0.1456833 ]
  [ 0.42338065  0.23356791  0.24173471]
  [-0.55922883 -0.12063843 -0.5081108 ]
  [ 0.17729929  0.65293044  0.20053795]]

 [[ 0.41799334  0.13249005  0.38090713]
  [-0.07317041  0.37334982  0.13094171]
  [ 0.59924908 -0.20923469  0.43358938]
  [ 0.05817912  0.52034661  0.09843996]]

 [[ 0.54449518 -0.05546927  0.19141566]
  [ 0.12179999  0.38556728 -0.29466491]
  [ 0.63154654 -0.02188622  0.29223362]
  [-0.46576586 -0.0315627  -0.29160017]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
adam,StronglyEntangled,iris,0,9,0.6251679472036864,0.84,0.8,"[[[-0.72034352  0.04332735 -0.74734174]
  [ 0.02954842 -0.28953357  0.01474707]
  [ 0.27708422  0.2891063   0.38032706]
  [-0.03730589  0.1561194   0.08476005]]

 [[ 0.19831861 -0.1461186   0.19151075]
  [-0.25011775 -0.3276099  -0.19354854]
  [-0.28649147 -0.35298496 -0.23704259]
  [-0.09271227 -0.2648819  -0.16091329]]

 [[ 0.50890588 -0.16694159  0.49237238]
  [-0.08732062 -0.09853252 -0.08757832]
  [-0.14528341 -0.10440262 -0.18774355]
  [ 0.39804209  0.00473395  0.32762644]]

 [[-0.22306292  0.51233756 -0.15843869]
  [ 0.45647016  0.22850121  0.2724051 ]
  [-0.60567857 -0.07689935 -0.54884186]
  [ 0.24458531  0.71874413  0.2384902 ]]

 [[ 0.46367106  0.08771328  0.41568365]
  [-0.13558305  0.34421723  0.11194283]
  [ 0.6455922  -0.19404262  0.48007136]
  [ 0.09936693  0.54029648  0.15025811]]

 [[ 0.51437679 -0.05372688  0.16617542]
  [ 0.07876138  0.41522306 -0.33283847]
  [ 0.67987569 -0.0473637   0.33210783]
  [-0.47599697 -0.0727911  -0.30262716]]]","[[[ 0.00100502 -0.00662353 -0.00095017]
  [ 0.00049526 -0.00214219 -0.00819332]
  [ 0.0124021   0.002063   -0.00555104]
  [-0.02230282 -0.0006393   0.00111637]]

 [[ 0.0188018   0.01050063  0.01194177]
  [-0.0111029  -0.01501931  0.00198556]
  [ 0.01197301 -0.0045914  -0.00263596]
  [ 0.00105604 -0.00180077  0.00065569]]

 [[-0.00139176 -0.01820108  0.0036985 ]
  [ 0.00418236 -0.01264891  0.01284845]
  [ 0.00301877  0.0050059   0.00743543]
  [ 0.00281304  0.00938707  0.00797619]]

 [[-0.01415855 -0.0015054  -0.00303655]
  [-0.01969007  0.00576865  0.00917203]
  [ 0.00619123  0.00662666 -0.0001976 ]
  [-0.00483278  0.00628319  0.0009113 ]]

 [[ 0.01151816  0.00432207  0.00053022]
  [-0.00115625  0.00244792 -0.00876523]
  [-0.00456654  0.00017157  0.01676902]
  [-0.00300467 -0.00182078 -0.0023506 ]]

 [[-0.00279789  0.01190291  0.01100736]
  [-0.00106662 -0.0091556  -0.00472439]
  [-0.01120824 -0.00895606  0.00702164]
  [ 0.00089625  0.00434174 -0.00293498]]]","(100, 4)"
